,PMID,pathNames,tagged_As
415,29953486,Burkholderia mallei B,tract
416,29953483,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
417,29953483,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
418,29953483,Clostridium perfringens C,blood
419,29953483,Clostridium perfringens C,pressure
420,29953482,Clostridium perfringens C.;Yersinia pestis Y.;Bacillus anthracis B.;Kunjin virus K,muscle
421,29953482,Yersinia pestis Y.;Rickettsia typhi R.;H1N1 subtype H.;Burkholderia mallei B.;Coxiella burnetii RSA 493 C.;Clostridium perfringens C.;Marburgvirus MV;Coxiella burnetii C.;Kunjin virus KV;Bacillus anthracis B.;Mycobacterium tuberculosis M,fatigue
422,29953482,Clostridium perfringens C.;Yersinia pestis Y.;Bacillus anthracis B.;Kunjin virus K,muscle
423,29953482,Yersinia pestis Y.;Rickettsia typhi R.;H1N1 subtype H.;Burkholderia mallei B.;Coxiella burnetii RSA 493 C.;Clostridium perfringens C.;Marburgvirus MV;Coxiella burnetii C.;Kunjin virus KV;Bacillus anthracis B.;Mycobacterium tuberculosis M,fatigue
424,29953482,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
425,29953482,Clostridium perfringens C.;Yersinia pestis Y.;Bacillus anthracis B.;Kunjin virus K,muscle
426,29953482,Yersinia pestis Y.;Rickettsia typhi R.;H1N1 subtype H.;Burkholderia mallei B.;Coxiella burnetii RSA 493 C.;Clostridium perfringens C.;Marburgvirus MV;Coxiella burnetii C.;Kunjin virus KV;Bacillus anthracis B.;Mycobacterium tuberculosis M,fatigue
427,29953482,Clostridium perfringens C.;Yersinia pestis Y.;Bacillus anthracis B.;Kunjin virus K,muscle
428,29953482,Yersinia pestis Y.;Rickettsia typhi R.;H1N1 subtype H.;Burkholderia mallei B.;Coxiella burnetii RSA 493 C.;Clostridium perfringens C.;Marburgvirus MV;Coxiella burnetii C.;Kunjin virus KV;Bacillus anthracis B.;Mycobacterium tuberculosis M,fatigue
429,29953482,Clostridium perfringens C.;Yersinia pestis Y.;Bacillus anthracis B.;Kunjin virus K,muscle
430,29953482,Yersinia pestis Y.;Rickettsia typhi R.;H1N1 subtype H.;Burkholderia mallei B.;Coxiella burnetii RSA 493 C.;Clostridium perfringens C.;Marburgvirus MV;Coxiella burnetii C.;Kunjin virus KV;Bacillus anthracis B.;Mycobacterium tuberculosis M,fatigue
431,29953482,Clostridium perfringens C.;Yersinia pestis Y.;Bacillus anthracis B.;Kunjin virus K,muscle
432,29953482,Yersinia pestis Y.;Rickettsia typhi R.;H1N1 subtype H.;Burkholderia mallei B.;Coxiella burnetii RSA 493 C.;Clostridium perfringens C.;Marburgvirus MV;Coxiella burnetii C.;Kunjin virus KV;Bacillus anthracis B.;Mycobacterium tuberculosis M,fatigue
433,29953478,West Nile virus  WNV;Listeria monocytogenes L,status
434,29953478,West Nile virus  WNV;Listeria monocytogenes L,status
435,29953478,West Nile virus  WNV;Listeria monocytogenes L,status
436,29953472,Clostridium perfringens A C.;Clostridium perfringens C C.;Chlamydophila psittaci C.;Listeria monocytogenes L.;H7N7 subtype H.;H3N2 subtype H.;West Nile virus  WNV;Clostridium perfringens C.;Western equine encephalomyelitis virus WEEV;Salmonella typhimurium DT104 S.;Influenza C virus IC,Depression
437,29953472,Clostridium perfringens C,anxiety
438,29953472,Clostridium perfringens A C.;Clostridium perfringens C C.;Chlamydophila psittaci C.;Listeria monocytogenes L.;H7N7 subtype H.;H3N2 subtype H.;West Nile virus  WNV;Clostridium perfringens C.;Western equine encephalomyelitis virus WEEV;Salmonella typhimurium DT104 S.;Influenza C virus IC,Depression
439,29953472,Clostridium perfringens C,Anxiety
440,29953472,West Nile virus  WNV;Listeria monocytogenes L.;Mycobacterium tuberculosis M,Mental
441,29953472,Clostridium perfringens A C.;Clostridium perfringens C C.;Chlamydophila psittaci C.;Listeria monocytogenes L.;H7N7 subtype H.;H3N2 subtype H.;West Nile virus  WNV;Clostridium perfringens C.;Western equine encephalomyelitis virus WEEV;Salmonella typhimurium DT104 S.;Influenza C virus IC,depression
442,29953472,Clostridium perfringens C,anxiety
443,29953467,Rickettsia prowazekii R,fibrillation
444,29953465,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
445,29953465,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
446,29953465,Rickettsia prowazekii R,atrial
447,29953464,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
448,29953464,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
449,29953463,Clostridium botulinum C.;Rickettsia prowazekii R,symptoms
450,29953463,Coxiella burnetii RSA 493 C,syndrome
451,29953461,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
452,29953461,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
453,29953460,Dengue virus 4 DENV;Dengue virus DENV;Dengue virus 1 DENV;Dengue virus 3 DENV;Dengue virus 2 DEN,severe
454,29953460,Dengue virus 4 DENV;Dengue virus DENV;Dengue virus 1 DENV;Dengue virus 3 DENV;Dengue virus 2 DEN,Severe
455,29953457,West Nile virus  WNV;Listeria monocytogenes L,status
456,29953457,West Nile virus  WNV;Listeria monocytogenes L,status
457,29953457,West Nile virus  WNV;Listeria monocytogenes L,status
458,29953457,West Nile virus  WNV;Listeria monocytogenes L,status
459,29953455,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
460,29953455,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
461,29953448,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
462,29953446,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
463,29953446,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,Weight
464,29953446,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,loss
465,29953446,Burkholderia mallei B,tract
466,29953444,Clostridium botulinum C,response
467,29953442,Burkholderia pseudomallei B,bronchitis
468,29953442,Clostridium botulinum C.;Rickettsia prowazekii R,symptoms
469,29953441,Clostridium botulinum A C,arms
470,29953440,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesions
471,29953440,Yersinia enterocolitica Y,spleens
472,29953435,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Listeria monocytogenes L.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;Variola major virus VMV;Burkholderia pseudomallei B.;H3N2 subtype H.;H7N7 subtype H.;West Nile virus  WNV;Clostridium perfringens C.;Brucella sp. B.;Salmonella typhimurium DT104 S.;Campylobacter jejuni C.;Coxiella burnetii C.;Bacillus anthracis B.;Mycobacterium tuberculosis M,losses
473,29953431,Clostridium perfringens A C.;Clostridium perfringens C C.;Chlamydophila psittaci C.;Listeria monocytogenes L.;H7N7 subtype H.;H3N2 subtype H.;West Nile virus  WNV;Clostridium perfringens C.;Western equine encephalomyelitis virus WEEV;Salmonella typhimurium DT104 S.;Influenza C virus IC,depression
474,29953431,Clostridium perfringens C,blood
475,29953431,Clostridium perfringens C,pressure
476,29953431,Clostridium perfringens C,blood
477,29953431,Clostridium perfringens C,pressure
478,29953429,Coxiella burnetii RSA 493 C,syndrome
479,29953424,Clostridium perfringens B C.;Staphylococcus aureus S.;Burkholderia pseudomallei B.;Clostridium perfringens D C,pulmonary
480,29953424,Salmonella enterica subsp. enterica serovar Enteritidis S.;Clostridium perfringens B C.;Burkholderia pseudomallei B.;Clostridium perfringens D C.;Clostridium perfringens C.;Staphylococcus aureus S.;Salmonella enterica subsp. Enterica S.;Salmonella enterica subsp. enterica S.;Bacillus anthracis B.;Guanarito virus G,edema
481,29953420,Burkholderia pseudomallei B.;Mycobacterium tuberculosis M,respiration
482,29953418,Clostridium botulinum A C.;Rickettsia prowazekii R,pain
483,29953418,Clostridium perfringens C.;Mycobacterium tuberculosis M,moderate
484,29953418,Clostridium perfringens C.;Mycobacterium tuberculosis M,pain
485,29953417,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesions
486,29953417,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesion
487,29953411,Clostridium botulinum C.;Rickettsia prowazekii R,symptoms
488,29953411,Coxiella burnetii RSA 493 C,syndrome
489,29953410,West Nile virus  WNV;Kunjin virus K,neck
490,29953410,West Nile virus  WNV;Kunjin virus K,neck
491,29953409,Variola major virus VMV;Listeria monocytogenes str. 1/2a F6854 L.;Clostridium botulinum C C.;Listeria monocytogenes L,excess
492,29953409,Clostridium perfringens C,abdominal
493,29953409,Clostridium perfringens C,distention
494,29953409,West Nile virus  WNV;Listeria monocytogenes L,status
495,29953409,West Nile virus  WNV;Listeria monocytogenes L,status
496,29953409,West Nile virus  WNV;Listeria monocytogenes L,status
497,29953408,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
498,29953408,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
499,29953408,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
500,29953408,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
501,29953408,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
502,29953407,Clostridium perfringens C,blood
503,29953407,Clostridium perfringens C,pressure
504,29953406,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
505,29953406,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,loss
506,29953406,Variola major virus VMV;Yersinia pestis Y,extreme
507,29953406,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
508,29953402,Clostridium botulinum C.;Rickettsia prowazekii R,Symptom
509,29953402,Clostridium perfringens A C.;Clostridium perfringens C C.;Chlamydophila psittaci C.;Listeria monocytogenes L.;H7N7 subtype H.;H3N2 subtype H.;West Nile virus  WNV;Clostridium perfringens C.;Western equine encephalomyelitis virus WEEV;Salmonella typhimurium DT104 S.;Influenza C virus IC,Depression
510,29953402,Clostridium botulinum C.;Rickettsia prowazekii R,Symptom
511,29953402,Clostridium botulinum C.;Rickettsia prowazekii R,Symptom
512,29953402,Clostridium botulinum C.;Rickettsia prowazekii R,symptoms
513,29953402,Clostridium botulinum C.;Rickettsia prowazekii R,symptoms
514,29953402,Clostridium botulinum C.;Rickettsia prowazekii R,symptom
515,29953399,Listeria monocytogenes L,balance
516,29953398,Francisella tularensis F.;Chlamydophila psittaci C,dry
517,29953398,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
518,29953396,Yersinia pestis Y.;Rickettsia typhi R.;H1N1 subtype H.;Burkholderia mallei B.;Coxiella burnetii RSA 493 C.;Clostridium perfringens C.;Marburgvirus MV;Coxiella burnetii C.;Kunjin virus KV;Bacillus anthracis B.;Mycobacterium tuberculosis M,fatigue
519,29953396,Clostridium botulinum C,physiological
520,29953396,Clostridium botulinum C,responses
521,29953396,Yersinia pestis Y.;Rickettsia typhi R.;H1N1 subtype H.;Burkholderia mallei B.;Coxiella burnetii RSA 493 C.;Clostridium perfringens C.;Marburgvirus MV;Coxiella burnetii C.;Kunjin virus KV;Bacillus anthracis B.;Mycobacterium tuberculosis M,fatigue
522,29953396,Clostridium botulinum C,physiological
523,29953396,Clostridium botulinum C,responses
524,29953394,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
525,29953394,Staphylococcus aureus S.;Clostridium perfringens C.;Clostridium perfringens C C.;Burkholderia pseudomallei B,necrosis
526,29953392,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
527,29953392,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
528,29953370,Staphylococcus aureus S.;Clostridium perfringens C.;Clostridium perfringens C C.;Burkholderia pseudomallei B,necrosis
529,29953367,Vibrio cholerae O1 V.;Dengue virus DENV;Vibrio cholerae V.;Dengue virus 1 DENV;Vibrio cholerae O139 V.;Dengue virus 3 DENV;Salmonella enterica S.;Clostridium perfringens C.;Staphylococcus aureus S.;Dengue virus 2 DENV;Yersinia pestis Y.;Dengue virus  DEN,shock
530,29953364,Francisella tularensis F.;Chlamydophila psittaci C,dry
531,29953364,Brucella abortus B.;Chlamydophila psittaci C.;H4N6 subtype H.;Brucella melitensis B.;Brucella suis B.;Burkholderia mallei B.;Francisella tularensis F.;West Nile virus  WNV;Brucella sp. B.;Coxiella burnetii C.;Mycobacterium tuberculosis M,weight
532,29953363,Clostridium botulinum A C,motor
533,29953363,Clostridium botulinum A C,dysfunction
534,29953359,Dengue virus 4 DENV;Tahyna virus TV;Dengue virus DENV;Rickettsia prowazekii R.;Francisella tularensis F.;Dengue virus 1 DENV;Variola major virus VMV;Dengue virus 3 DENV;Salmonella enterica S.;West Nile virus WNV;Clostridium perfringens C.;Staphylococcus aureus S.;Marburgvirus MV;Alkhurma hemorrhagic fever virus AHFV;Dengue virus 2 DENV;Rickettsia conorii R.;Guanarito virus G,joint
535,29953359,Dengue virus 4 DENV;Tahyna virus TV;Dengue virus DENV;Rickettsia prowazekii R.;Francisella tularensis F.;Dengue virus 1 DENV;Variola major virus VMV;Dengue virus 3 DENV;Salmonella enterica S.;West Nile virus WNV;Clostridium perfringens C.;Staphylococcus aureus S.;Marburgvirus MV;Alkhurma hemorrhagic fever virus AHFV;Dengue virus 2 DENV;Rickettsia conorii R.;Guanarito virus G,pain
536,29953358,Staphylococcus aureus S.;Clostridium perfringens C.;Clostridium perfringens C C.;Burkholderia pseudomallei B,necrosis
537,29953349,Clostridium botulinum C.;Salmonella S,Poor
538,29953345,Variola major virus VMV;Clostridium botulinum C.;Mycobacterium tuberculosis M,membranes
539,29953345,Variola major virus VMV;Clostridium botulinum C.;Mycobacterium tuberculosis M,membranes
540,29953341,Clostridium botulinum E C.;Clostridium botulinum A C.;Francisella tularensis F.;Marburgvirus MV;Clostridium botulinum C.;Yersinia pestis Y,mouth
541,29953341,Rickettsia rickettsii R,White
542,29953341,Clostridium botulinum C,Color
543,29953341,Clostridium botulinum C,changes
544,29953341,Clostridium botulinum E C.;Clostridium botulinum A C.;Francisella tularensis F.;Marburgvirus MV;Clostridium botulinum C.;Yersinia pestis Y,mouth
545,29953341,Clostridium botulinum E C.;Clostridium botulinum A C.;Francisella tularensis F.;Marburgvirus MV;Clostridium botulinum C.;Yersinia pestis Y,mouth
546,29953340,Clostridium botulinum C,color
547,29953340,Clostridium botulinum C,change
548,29953338,Rickettsia rickettsii R,White
549,29953334,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesions
550,29953334,Clostridium botulinum C.;Rickettsia prowazekii R,symptom
551,29953332,Clostridium botulinum E C.;Clostridium botulinum C,retention
552,29953332,Clostridium botulinum E C.;Clostridium botulinum C,retention
553,29953326,Coxiella burnetii RSA 493 C,syndrome
554,29953326,Brucella abortus B.;Salmonella enterica subsp. enterica S.;Salmonella enterica subsp. enterica serovar Typhimurium S.;Clostridium botulinum E C.;Clostridium botulinum A C.;Chlamydophila psittaci C.;Variola major virus VMV;Marburgvirus MV;Salmonella enterica subsp. Enterica S.;Clostridium botulinum C.;Coxiella burnetii C.;Guanarito virus GV;Brucella canis B.;Salmonella enterica subsp. arizonae S.;Brucella sp. B.;Campylobacter jejuni C.;Kunjin virus KV;Lake Victoria marburgvirus LVMV;Brucella suis B.;Brucella melitensis B.;Francisella tularensis F.;Burkholderia pseudomallei B.;West Nile virus  WNV;Western equine encephalomyelitis virus WEE,weakness
555,29953326,Clostridium botulinum C.;Clostridium botulinum A C,paralysis
556,29953326,Clostridium botulinum A C.;Kunjin virus K,nerves
557,29953319,Coxiella burnetii RSA 493 C,syndrome
558,29953319,Staphylococcus aureus S.;Clostridium perfringens C.;Clostridium perfringens C C.;Burkholderia pseudomallei B,necrosis
559,29953318,Clostridium botulinum C,response
560,29953313,West Nile virus  WNV;Listeria monocytogenes L,status
561,29953311,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesions
562,29953310,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesions
563,29953308,Variola major virus VM,lymphocyte
564,29953308,Variola major virus VM,lymphocyte
565,29953306,Salmonella enterica subsp. enterica serovar Enteritidis S.;Clostridium perfringens B C.;Burkholderia pseudomallei B.;Clostridium perfringens D C.;Clostridium perfringens C.;Staphylococcus aureus S.;Salmonella enterica subsp. Enterica S.;Salmonella enterica subsp. enterica S.;Bacillus anthracis B.;Guanarito virus G,edema
566,29953306,Salmonella enterica subsp. enterica serovar Enteritidis S.;Clostridium perfringens B C.;Burkholderia pseudomallei B.;Clostridium perfringens D C.;Clostridium perfringens C.;Staphylococcus aureus S.;Salmonella enterica subsp. Enterica S.;Salmonella enterica subsp. enterica S.;Bacillus anthracis B.;Guanarito virus G,edema
567,29953304,Clostridium perfringens C,Anxiety
568,29953304,Clostridium perfringens A C.;Clostridium perfringens C C.;Chlamydophila psittaci C.;Listeria monocytogenes L.;H7N7 subtype H.;H3N2 subtype H.;West Nile virus  WNV;Clostridium perfringens C.;Western equine encephalomyelitis virus WEEV;Salmonella typhimurium DT104 S.;Influenza C virus IC,Depression
569,29953304,Clostridium perfringens C,Anxiety
570,29953304,Clostridium perfringens A C.;Clostridium perfringens C C.;Chlamydophila psittaci C.;Listeria monocytogenes L.;H7N7 subtype H.;H3N2 subtype H.;West Nile virus  WNV;Clostridium perfringens C.;Western equine encephalomyelitis virus WEEV;Salmonella typhimurium DT104 S.;Influenza C virus IC,Depression
571,29953303,Rickettsia typhi R.;Listeria monocytogenes L.;Crimean-Congo hemorrhagic fever virus CCHFV;Lymphocytic choriomeningitis virus LCV;Rickettsia prowazekii R.;Rickettsia rickettsii R.;Kunjin virus K,photophobia
572,29953303,Clostridium botulinum C.;Rickettsia prowazekii R,symptoms
573,29953303,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesions
574,29953303,Clostridium botulinum C.;Rickettsia prowazekii R,symptoms
575,29953303,Rickettsia prowazekii R,tinnitus
576,29953300,Clostridium botulinum C.;Rickettsia prowazekii R,symptoms
577,29281796,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesions
578,29281796,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesions
579,29281796,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesion
580,29281796,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesion
581,29281796,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesion
582,29281796,Francisella tularensis F.;Variola virus VV;Burkholderia pseudomallei B.;Bacillus anthracis B,lesion
583,29953287,Rickettsia prowazekii R,discomfort
584,29953279,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,Heart
585,29953279,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
586,29953279,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
587,29953279,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
588,29953279,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,Heart
589,29953279,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
590,29953279,Mycobacterium tuberculosis M,chronic
591,29953279,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
592,29953279,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
593,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,Heart
594,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
595,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
596,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
597,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
598,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
599,29953275,Mycobacterium tuberculosis M,chronic
600,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
601,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
602,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
603,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
604,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
605,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
606,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
607,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
608,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
609,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
610,29953275,Clostridium botulinum C.;Rickettsia prowazekii R,symptoms
611,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
612,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
613,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,heart
614,29953275,Clostridium perfringens C.;Coxiella burnetii C.;Mycobacterium tuberculosis M,failure
615,29953267,Coxiella burnetii RSA 493 C,syndrome
616,29953267,Coxiella burnetii RSA 493 C,syndrome
617,29953267,Clostridium perfringens C,blood
618,29953267,Clostridium perfringens C,pressure
619,29953266,Clostridium perfringens C,blood
620,29953266,Clostridium perfringens C,pressure
621,29953266,Clostridium perfringens C,blood
622,29953266,Clostridium perfringens C,pressure
623,29953266,Clostridium perfringens C,blood
624,29953266,Clostridium perfringens C,pressure
625,29953266,Clostridium perfringens C,blood
626,29953266,Clostridium perfringens C,pressure
627,29953266,Clostridium perfringens C,blood
628,29953266,Clostridium perfringens C,pressure
629,29953266,Clostridium perfringens C,blood
630,29953266,Clostridium perfringens C,pressure
631,29953265,Clostridium botulinum C,fluctuations
632,29953265,Coxiella burnetii RSA 493 C,syndrome
