superkingdom,kingdom,phylum,order,family,genus,species,subspecies,symptoms/diseases,antibiotics,comments
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Dysgonomonas capnocytophagoides,NA,"Diarrhoea, bacteraemia, abscess","Tetracycline, clindamycin, imipenem",
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Dysgonomonas gadei,NA,"Diarrhoea, bacteraemia, abscess","Tetracycline, clindamycin, imipenem",
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Dysgonomonas mossii,NA,"Diarrhoea, bacteraemia, abscess","Tetracycline, clindamycin, imipenem",
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides distasonis,NA,Abscesses,Metronidazole,
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides goldsteinii,NA,Abscesses,Metronidazole,
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides merdae,NA,Abscesses,Metronidazole,
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica,NA,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites","Metronidazole, ureidopenicillins, amoxicillin/clavulanate, carbapenems, cephalosporins, chloramphenicol",Members of the oral flora of humans and animals
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas cangingivalis,NA,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites","Metronidazole, ureidopenicillins, amoxicillin/clavulanate, carbapenems, cephalosporins, chloramphenicol",Members of the oral flora of humans and animals
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas canoris,NA,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites","Metronidazole, ureidopenicillins, amoxicillin/clavulanate, carbapenems, cephalosporins, chloramphenicol",Members of the oral flora of humans and animals
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas catoniae,NA,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites","Metronidazole, ureidopenicillins, amoxicillin/clavulanate, carbapenems, cephalosporins, chloramphenicol",Members of the oral flora of humans and animals
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas circumdentaria,NA,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites","Metronidazole, ureidopenicillins, amoxicillin/clavulanate, carbapenems, cephalosporins, chloramphenicol",Members of the oral flora of humans and animals
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas crevioricanis,NA,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites","Metronidazole, ureidopenicillins, amoxicillin/clavulanate, carbapenems, cephalosporins, chloramphenicol",Members of the oral flora of humans and animals
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis,NA,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites","Metronidazole, ureidopenicillins, amoxicillin/clavulanate, carbapenems, cephalosporins, chloramphenicol",Members of the oral flora of humans and animals
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,NA,,,
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivicanis,NA,,,
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas levii,NA,,,
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas macacae,NA,,,
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas somerae,NA,,,
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas uenonis,NA,,,
Bacteria,NA,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Tannerella,Tannerella forsythia,NA,Endodontic infection,,
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bergensis,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccalis,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella corporis,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentalis,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella disiens,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella enoeca,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella loescheii,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella multiformis,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella multisaccharivorax,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nigrescens,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oralis,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oulorum,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Prevotellaceae,Prevotella,Prevotella veroralis,NA,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection","Metronidazole, amoxicillin/clavulanate, ureidopenicillins, carbapenems, cephalosporins, clindamycin, chloramphenicol",A genus that includes the well-known former Bacteroides melaninogenicusand allied species of anaerobes
Bacteria,NA,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,NA,"Appendicitis, peritonitis, abdominal abscess","Metronidazole, ertapenem","β‎-Lactamase producers. Abdominal infections, found in association with other anaerobes"
Bacteria,NA,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,NA,"Appendicitis, peritonitis, abdominal abscess","Metronidazole, ertapenem","β‎-Lactamase producers. Abdominal infections, found in association with other anaerobes"
Bacteria,NA,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,NA,"Appendicitis, peritonitis, abdominal abscess","Metronidazole, ertapenem","β‎-Lactamase producers. Abdominal infections, found in association with other anaerobes"
Bacteria,NA,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,NA,"Appendicitis, peritonitis, abdominal abscess","Metronidazole, ertapenem","β‎-Lactamase producers. Abdominal infections, found in association with other anaerobes"
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Bergeyella,Bergeyella zoohelcum,NA,"Wound infection, septicaemia, meningitis","Cefotaxime, penicillins, ciprofloxacin, tetracycline",Associated with dog and cat bites
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga canimorsus,NA,"Wound infection, septicaemia, abscesses, meningitis, endocarditis, periodontitis, septicaemia","Penicillin, Penicillins, ciprofloxacin, tetracycline, chloramphenicol",From dog bites. From oral flora. Infections associated with malignancy and neutropenia
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga cynodegmi,NA,"Wound infection, septicaemia, abscesses, meningitis, endocarditis, periodontitis, septicaemia","Penicillin, Penicillins, ciprofloxacin, tetracycline, chloramphenicol",From dog bites. From oral flora. Infections associated with malignancy and neutropenia
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,NA,"Wound infection, septicaemia, abscesses, meningitis, endocarditis, periodontitis, septicaemia","Penicillin, Penicillins, ciprofloxacin, tetracycline, chloramphenicol",From dog bites. From oral flora. Infections associated with malignancy and neutropenia
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga granulosa,NA,"Wound infection, septicaemia, abscesses, meningitis, endocarditis, periodontitis, septicaemia","Penicillin, Penicillins, ciprofloxacin, tetracycline, chloramphenicol",From dog bites. From oral flora. Infections associated with malignancy and neutropenia
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga haemolytica,NA,"Wound infection, septicaemia, abscesses, meningitis, endocarditis, periodontitis, septicaemia","Penicillin, Penicillins, ciprofloxacin, tetracycline, chloramphenicol",From dog bites. From oral flora. Infections associated with malignancy and neutropenia
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga ochracea,NA,"Wound infection, septicaemia, abscesses, meningitis, endocarditis, periodontitis, septicaemia","Penicillin, Penicillins, ciprofloxacin, tetracycline, chloramphenicol",From dog bites. From oral flora. Infections associated with malignancy and neutropenia
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena,NA,"Wound infection, septicaemia, abscesses, meningitis, endocarditis, periodontitis, septicaemia","Penicillin, Penicillins, ciprofloxacin, tetracycline, chloramphenicol",From dog bites. From oral flora. Infections associated with malignancy and neutropenia
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium gleum,NA,"Bacteraemia, abdominal sepsis, vascular catheter sepsis","Piperacillin-tazobactam, minocycline, fluorquinolones, rifampicin",Susceptibilities vary. Often multiresistant
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium indologenes,NA,"Bacteraemia, abdominal sepsis, vascular catheter sepsis","Piperacillin-tazobactam, minocycline, fluorquinolones, rifampicin",Susceptibilities vary. Often multiresistant
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Elizabethkingia,Elizabethkingia meningoseptica,NA,"Meningitis, bacteraemia, endocarditis, necrotizing fasciitis, pneumonia","Quinolones, co-trimoxazole, minocycline, rifampicin",Treatment with vancomycin is controversial
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Empedobacter,Empedobacter brevis,NA,"Endophthalmitis, bacteraemia, UTI",Broad-spectrum cephalosporins,Carbapenem-resistant
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Empedobacter,Empedobacter falsenii,NA,"Bacteraemia, wound infection",,
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,NA,"UTI, wound infection",Minocycline,May be multiresistant
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratus,NA,"UTI, wound infection",Minocycline,May be multiresistant
Bacteria,NA,Bacteroidetes,Flavobacteriales,Flavobacteriaceae,Weeksella,Weeksella virosa,NA,Peritonitis,"Imipenem, ampicillin",From vaginal flora
Bacteria,NA,Bacteroidetes,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium mizutaii,NA,,,
Bacteria,NA,Bacteroidetes,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium multivorum,NA,"Bacteraemia, pulmonary infection","Co-trimoxazole, chloramphenicol, tetracycline, cephalosporins, quinolones",
Bacteria,NA,Bacteroidetes,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium spiritivorum,NA,"Bacteraemia, pulmonary infection","Co-trimoxazole, chloramphenicol, tetracycline, cephalosporins, quinolones",
Bacteria,NA,Bacteroidetes,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium thalpophilum,NA,"Bacteraemia, pulmonary infection","Co-trimoxazole, chloramphenicol, tetracycline, cephalosporins, quinolones",
Bacteria,NA,Chlamydiae,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia abortus,NA,Abortion,,Associated with contact with infected ruminants
Bacteria,NA,Chlamydiae,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pneumoniae,NA,Chest infection,Tetracycline,Infections in humans associated with biovars TWAR
Bacteria,NA,Chlamydiae,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,NA,Psittacosis,Tetracycline,Zoonosis from birds
Bacteria,NA,Chlamydiae,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,NA,"Trachoma, genital infection, neonatal infection, lymphogranuloma venereum","Erythromycin, tetracycline, azithromycin",Includes 18 serovars clustered into two biovars: trachoma and lymphogranuloma venereum
Bacteria,NA,Chlamydiae,Parachlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae,NA,Humidifier fever,,
Bacteria,NA,Chlamydiae,Parachlamydiales,Simkaniaceae,Simkania,Simkania negevensis,NA,"Bronchiolitis, pneumonia",,
Bacteria,NA,Firmicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans,NA,"Abscesses, postsurgical infections",Metronidazole,
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,NA,Anthrax,"Penicillin, erythromycin",Ciprofloxacin for postexposure prophylaxis
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,NA,"Food poisoning, wound infection, cutaneous lesions, bacteraemia, endocarditis, eye infection","Clindamycin, vancomycin, gentamicin",Diarrhoea is self-limiting. B. cereus is resistant to β‎-lactams
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus circulans,NA,"Pneumonia, septicaemia, corneal infections, meningitis, food poisoning, eye infection, lung infection","Vancomycin, clindamycin, aminoglycosides, imipenem, penicillin","Other than the well-known B. anthracis and B. cereus, Bacillus spp. are rare causes of focal and systemic sepsis. Some isolates are resistant to vancomycin. Isolates may represent specimen or laboratory contamination. B. thuringiensis is a biological insecticide which has caused corneal infection"
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus coagulans,NA,"Pneumonia, septicaemia, corneal infections, meningitis, food poisoning, eye infection, lung infection","Vancomycin, clindamycin, aminoglycosides, imipenem, penicillin","Other than the well-known B. anthracis and B. cereus, Bacillus spp. are rare causes of focal and systemic sepsis. Some isolates are resistant to vancomycin. Isolates may represent specimen or laboratory contamination. B. thuringiensis is a biological insecticide which has caused corneal infection"
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,NA,"Food poisoning, wound infection, cutaneous lesions, bacteraemia, endocarditis, eye infection","Clindamycin, vancomycin, gentamicin",Diarrhoea is self-limiting. B. cereus is resistant to β‎-lactams
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium,NA,"Pneumonia, septicaemia, corneal infections, meningitis, food poisoning, eye infection, lung infection","Vancomycin, clindamycin, aminoglycosides, imipenem, penicillin","Other than the well-known B. anthracis and B. cereus, Bacillus spp. are rare causes of focal and systemic sepsis. Some isolates are resistant to vancomycin. Isolates may represent specimen or laboratory contamination. B. thuringiensis is a biological insecticide which has caused corneal infection"
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,NA,"Pneumonia, septicaemia, corneal infections, meningitis, food poisoning, eye infection, lung infection","Vancomycin, clindamycin, aminoglycosides, imipenem, penicillin","Other than the well-known B. anthracis and B. cereus, Bacillus spp. are rare causes of focal and systemic sepsis. Some isolates are resistant to vancomycin. Isolates may represent specimen or laboratory contamination. B. thuringiensis is a biological insecticide which has caused corneal infection"
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus,NA,"Food poisoning, wound infection, cutaneous lesions, bacteraemia, endocarditis, eye infection","Clindamycin, vancomycin, gentamicin",Diarrhoea is self-limiting. B. cereus is resistant to β‎-lactams
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,NA,"Food poisoning, wound infection, cutaneous lesions, bacteraemia, endocarditis, eye infection","Clindamycin, vancomycin, gentamicin",Diarrhoea is self-limiting. B. cereus is resistant to β‎-lactams
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,NA,"Pneumonia, septicaemia, corneal infections, meningitis, food poisoning, eye infection, lung infection","Vancomycin, clindamycin, aminoglycosides, imipenem, penicillin","Other than the well-known B. anthracis and B. cereus, Bacillus spp. are rare causes of focal and systemic sepsis. Some isolates are resistant to vancomycin. Isolates may represent specimen or laboratory contamination. B. thuringiensis is a biological insecticide which has caused corneal infection"
Bacteria,NA,Firmicutes,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus,NA,"Pneumonia, septicaemia, corneal infections, meningitis, food poisoning, eye infection, lung infection","Vancomycin, clindamycin, aminoglycosides, imipenem, penicillin","Other than the well-known B. anthracis and B. cereus, Bacillus spp. are rare causes of focal and systemic sepsis. Some isolates are resistant to vancomycin. Isolates may represent specimen or laboratory contamination. B. thuringiensis is a biological insecticide which has caused corneal infection"
Bacteria,NA,Firmicutes,Bacillales,Listeriaceae,Listeria,Listeria grayi,NA,"Septicaemia, meningitis, intrauterine infection, enteric infection",Ampicillin and gentamicin,
Bacteria,NA,Firmicutes,Bacillales,Listeriaceae,Listeria,Listeria ivanovii,NA,"Septicaemia, meningitis, intrauterine infection, enteric infection",Ampicillin and gentamicin,
Bacteria,NA,Firmicutes,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,NA,"Septicaemia, meningitis, intrauterine infection, enteric infection",Ampicillin and gentamicin,
Bacteria,NA,Firmicutes,Bacillales,Listeriaceae,Listeria,Listeria seeligeri,NA,"Septicaemia, meningitis, intrauterine infection, enteric infection",Ampicillin and gentamicin,
Bacteria,NA,Firmicutes,Bacillales,NA,Exiguobacterium,Exiguobacterium acetylicum,NA,"Wound infection, bacteraemia",,
Bacteria,NA,Firmicutes,Bacillales,NA,Exiguobacterium,Exiguobacterium aurantiacum,NA,"Wound infection, bacteraemia",,
Bacteria,NA,Firmicutes,Bacillales,NA,Gemella,Gemella bergeri,NA,"Bacteraemia, endocarditis",Penicillin or vancomycin (plus gentamicin for endocarditis),
Bacteria,NA,Firmicutes,Bacillales,NA,Gemella,Gemella haemolysans,NA,"Bacteraemia, endocarditis",Penicillin or vancomycin (plus gentamicin for endocarditis),
Bacteria,NA,Firmicutes,Bacillales,NA,Gemella,Gemella morbillorum,NA,"Bacteraemia, endocarditis",Penicillin or vancomycin (plus gentamicin for endocarditis),
Bacteria,NA,Firmicutes,Bacillales,NA,Gemella,Gemella sanguinis,NA,"Bacteraemia, endocarditis",Penicillin or vancomycin (plus gentamicin for endocarditis),
Bacteria,NA,Firmicutes,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus centrosporus,NA,Bacteraemia,Vancomycin,Previously confused with B. laterosporus and reported as such in clinical literature
Bacteria,NA,Firmicutes,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus parabrevis,NA,"Bacteraemia, abscess",Vancomycin,
Bacteria,NA,Firmicutes,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus alvei,NA,"Septicaemia, meningitis, pneumonia",Vancomycin,
Bacteria,NA,Firmicutes,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus macerans,NA,"Septicaemia, meningitis, pneumonia",Vancomycin,
Bacteria,NA,Firmicutes,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa,NA,"Septicaemia, meningitis, pneumonia",Vancomycin,
Bacteria,NA,Firmicutes,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus popilliae,NA,"Septicaemia, meningitis, pneumonia",Vancomycin,
Bacteria,NA,Firmicutes,Bacillales,Planococcaceae,Kurthia,Kurthia gibsonii,NA,,,Isolated from faeces of patients with diarrhoea
Bacteria,NA,Firmicutes,Bacillales,Planococcaceae,Kurthia,Kurthia zopfii,NA,,,Isolated from faeces of patients with diarrhoea
Bacteria,NA,Firmicutes,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,NA,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis","Glycopeptides, β‎-lactams, aminoglycosides, tetracycline, macrolides, rifampicin, fluoroquinolones, daptomycin, linezolid, fusidic acid, mupirocin","Staphylococci are surface commensals of humans and animals. S. aureus is also a major pathogen, causing focal and systemic sepsis, toxic shock syndrome, and food poisoning. S. epidermidis infection is often associated with foreign bodies (e.g. catheters and implants). S. saprophyticus causes UTI. S. lugdunensis is a rare cause of endocarditis. S. intermedius, S. hyicus, and others are from animals. Susceptibilities are variable but glycopeptide resistance is as yet rare"
Bacteria,NA,Firmicutes,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus auricularis,NA,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis","Glycopeptides, β‎-lactams, aminoglycosides, tetracycline, macrolides, rifampicin, fluoroquinolones, daptomycin, linezolid, fusidic acid, mupirocin","Staphylococci are surface commensals of humans and animals. S. aureus is also a major pathogen, causing focal and systemic sepsis, toxic shock syndrome, and food poisoning. S. epidermidis infection is often associated with foreign bodies (e.g. catheters and implants). S. saprophyticus causes UTI. S. lugdunensis is a rare cause of endocarditis. S. intermedius, S. hyicus, and others are from animals. Susceptibilities are variable but glycopeptide resistance is as yet rare"
