,PMID,pathNames,tagged_As
237,29953657,Escherichia coli CFT073 E,urinary
238,29953657,Escherichia coli CFT073 E,urinary
239,29953655,,disease
240,29953655,,disease
241,29953654,Yersinia intermedia Y.;Nocardia higoensis N.;Yersinia mollaretii Y.;Nocardia farcinica N.;Nocardia elegans N.;Nocardia kruczakiae N.;Nocardia ninae N.;Microbacterium paraoxydans M.;Yersinia frederiksenii Y.;Yersinia pseudotuberculosis Y.;Nocardia exalbida N.;Nocardia africana N.;Microbacterium trichothecenolyticum M.;Nocardia asiatica N.;Nocardia inohanensis N.;Nocardia arthritidis N.;Yersinia kristensenii Y.;Nocardia otitidiscaviarum N.;Nocardia concava N.;Microbacterium oxydans M.;Nocardia asteroides N.;Nocardia carnea N.;Nocardia abscessus N.;Yersinia rohdei Y.;Nocardia anaemiae N.;Nocardia beijingensis N.;Nocardia brasiliensis N.;Yersinia enterocolitica Y.;Nocardia araoensis N.;Nocardia mexicana N.;Nocardia aobensis N.;Microbacterium arborescens M.;Microbacterium resistens M.;Microbacterium imperiale M.;Yersinia bercovieri Y.;Nocardia cyriacigeorgica N.;Nocardia niigatensis N.;Microbacterium liquefaciens M.;Yersinia aldovae Y.;Nocardia nova N.;Nocardia brevicatena N,soft
242,29953654,Yersinia intermedia Y.;Nocardia higoensis N.;Yersinia mollaretii Y.;Nocardia farcinica N.;Nocardia elegans N.;Nocardia kruczakiae N.;Nocardia ninae N.;Microbacterium paraoxydans M.;Yersinia frederiksenii Y.;Yersinia pseudotuberculosis Y.;Nocardia exalbida N.;Nocardia africana N.;Microbacterium trichothecenolyticum M.;Nocardia asiatica N.;Nocardia inohanensis N.;Nocardia arthritidis N.;Yersinia kristensenii Y.;Nocardia otitidiscaviarum N.;Nocardia concava N.;Microbacterium oxydans M.;Nocardia asteroides N.;Nocardia carnea N.;Nocardia abscessus N.;Yersinia rohdei Y.;Nocardia anaemiae N.;Nocardia beijingensis N.;Nocardia brasiliensis N.;Yersinia enterocolitica Y.;Nocardia araoensis N.;Nocardia mexicana N.;Nocardia aobensis N.;Microbacterium arborescens M.;Microbacterium resistens M.;Microbacterium imperiale M.;Yersinia bercovieri Y.;Nocardia cyriacigeorgica N.;Nocardia niigatensis N.;Microbacterium liquefaciens M.;Yersinia aldovae Y.;Nocardia nova N.;Nocardia brevicatena N,soft
243,29953648,Achromobacter xylosoxidans A.;Inquilinus limosus I.;Burkholderia pyrrocinia B.;Burkholderia cepacia B.;Burkholderia stabilis B.;Burkholderia cenocepacia B.;Achromobacter insolitus A.;Burkholderia ambifaria B.;Achromobacter spanius A.;Cupriavidus gilardii C.;Cupriavidus pauculus C.;Burkholderia gladioli B.;Achromobacter ruhlandii A.;Burkholderia anthina B.;Cupriavidus respiraculi C.;Burkholderia dolosa B.;Achromobacter piechaudii A.;Burkholderia vietnamiensis B.;Achromobacter denitrificans A.;Cupriavidus taiwanensis C.;Burkholderia multivorans B,fibrosis
244,29953648,Achromobacter xylosoxidans A.;Inquilinus limosus I.;Burkholderia pyrrocinia B.;Burkholderia cepacia B.;Burkholderia stabilis B.;Burkholderia cenocepacia B.;Achromobacter insolitus A.;Burkholderia ambifaria B.;Achromobacter spanius A.;Cupriavidus gilardii C.;Cupriavidus pauculus C.;Burkholderia gladioli B.;Achromobacter ruhlandii A.;Burkholderia anthina B.;Cupriavidus respiraculi C.;Burkholderia dolosa B.;Achromobacter piechaudii A.;Burkholderia vietnamiensis B.;Achromobacter denitrificans A.;Cupriavidus taiwanensis C.;Burkholderia multivorans B,fibrosis
245,29953638,,disease
246,29953635,,diseases
247,29953631,,infection
248,29953629,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonias
249,29953629,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
250,29953629,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
251,29953629,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
252,29953623,Yersinia intermedia Y.;Nocardia higoensis N.;Yersinia mollaretii Y.;Nocardia farcinica N.;Nocardia elegans N.;Nocardia kruczakiae N.;Nocardia ninae N.;Microbacterium paraoxydans M.;Yersinia frederiksenii Y.;Yersinia pseudotuberculosis Y.;Nocardia exalbida N.;Nocardia africana N.;Microbacterium trichothecenolyticum M.;Nocardia asiatica N.;Nocardia inohanensis N.;Nocardia arthritidis N.;Yersinia kristensenii Y.;Nocardia otitidiscaviarum N.;Nocardia concava N.;Microbacterium oxydans M.;Nocardia asteroides N.;Nocardia carnea N.;Nocardia abscessus N.;Yersinia rohdei Y.;Nocardia anaemiae N.;Nocardia beijingensis N.;Nocardia brasiliensis N.;Yersinia enterocolitica Y.;Nocardia araoensis N.;Nocardia mexicana N.;Nocardia aobensis N.;Microbacterium arborescens M.;Microbacterium resistens M.;Microbacterium imperiale M.;Yersinia bercovieri Y.;Nocardia cyriacigeorgica N.;Nocardia niigatensis N.;Microbacterium liquefaciens M.;Yersinia aldovae Y.;Nocardia nova N.;Nocardia brevicatena N,soft
253,29953623,Human herpesvirus 8 HH,sarcoma
254,29953623,Human herpesvirus 8 HH,sarcoma
255,29953621,,diseases
256,29953619,,diseases
257,29953615,Campylobacter concisus C.;Campylobacter curvus C.;Campylobacter showae C.;Campylobacter rectus C.;Campylobacter gracilis C.;Campylobacter sputorum C,head
258,29953600,Human immunodeficiency virus 2 HIV;Ixodes scapularis I.;Human immunodeficiency virus 1 HIV;Ixodes pacificus I,human
259,29953600,Human immunodeficiency virus 2 HIV;Ixodes scapularis I.;Human immunodeficiency virus 1 HIV;Ixodes pacificus I,disease
260,29953600,,disease
261,29953590,Afipia broomeae A,bone
262,29953590,Afipia broomeae A,bone
263,29953588,,infection
264,29953588,,disease
265,29953581,,disease
266,29953580,,diseases
267,29953580,,infections
268,29953573,Yersinia intermedia Y.;Nocardia higoensis N.;Yersinia mollaretii Y.;Nocardia farcinica N.;Nocardia elegans N.;Nocardia kruczakiae N.;Nocardia ninae N.;Microbacterium paraoxydans M.;Yersinia frederiksenii Y.;Yersinia pseudotuberculosis Y.;Nocardia exalbida N.;Nocardia africana N.;Microbacterium trichothecenolyticum M.;Nocardia asiatica N.;Nocardia inohanensis N.;Nocardia arthritidis N.;Yersinia kristensenii Y.;Nocardia otitidiscaviarum N.;Nocardia concava N.;Microbacterium oxydans M.;Nocardia asteroides N.;Nocardia carnea N.;Nocardia abscessus N.;Yersinia rohdei Y.;Nocardia anaemiae N.;Nocardia beijingensis N.;Nocardia brasiliensis N.;Yersinia enterocolitica Y.;Nocardia araoensis N.;Nocardia mexicana N.;Nocardia aobensis N.;Microbacterium arborescens M.;Microbacterium resistens M.;Microbacterium imperiale M.;Yersinia bercovieri Y.;Nocardia cyriacigeorgica N.;Nocardia niigatensis N.;Microbacterium liquefaciens M.;Yersinia aldovae Y.;Nocardia nova N.;Nocardia brevicatena N,soft
269,29953561,Yersinia intermedia Y.;Nocardia higoensis N.;Yersinia mollaretii Y.;Nocardia farcinica N.;Nocardia elegans N.;Nocardia kruczakiae N.;Nocardia ninae N.;Microbacterium paraoxydans M.;Yersinia frederiksenii Y.;Yersinia pseudotuberculosis Y.;Nocardia exalbida N.;Nocardia africana N.;Microbacterium trichothecenolyticum M.;Nocardia asiatica N.;Nocardia inohanensis N.;Nocardia arthritidis N.;Yersinia kristensenii Y.;Nocardia otitidiscaviarum N.;Nocardia concava N.;Microbacterium oxydans M.;Nocardia asteroides N.;Nocardia carnea N.;Nocardia abscessus N.;Yersinia rohdei Y.;Nocardia anaemiae N.;Nocardia beijingensis N.;Nocardia brasiliensis N.;Yersinia enterocolitica Y.;Nocardia araoensis N.;Nocardia mexicana N.;Nocardia aobensis N.;Microbacterium arborescens M.;Microbacterium resistens M.;Microbacterium imperiale M.;Yersinia bercovieri Y.;Nocardia cyriacigeorgica N.;Nocardia niigatensis N.;Microbacterium liquefaciens M.;Yersinia aldovae Y.;Nocardia nova N.;Nocardia brevicatena N,soft
270,29953557,,diseases
271,29953557,,diseases
272,29953555,Escherichia coli E,diarrhea
273,29953555,Escherichia coli E,diarrhea
274,29953555,Escherichia coli E,diarrhea
275,29953555,Escherichia coli E,diarrhea
276,29953555,Escherichia coli E,diarrhea
277,29953555,Escherichia coli E,diarrhea
278,29953555,Escherichia coli E,diarrhea
279,29953555,Escherichia coli E,diarrhea
280,29953555,Escherichia coli E,diarrhea
281,29953555,Escherichia coli E,diarrhea
282,29953552,,infections
283,29953552,,infections
284,29953552,Plasmodium P.;Human immunodeficiency virus 1 HIV;Human respiratory syncytial virus HRSV;Ascomycota A.;Trichophyton verrucosum T.;Human immunodeficiency virus 2 HIV;Bacteria <prokaryote> B.;Viruses VV;Fungi F.;Bacteria B.;Trichophyton equinum T.;Leishmania L,infectious
285,29953552,Plasmodium P.;Human immunodeficiency virus 1 HIV;Human respiratory syncytial virus HRSV;Ascomycota A.;Trichophyton verrucosum T.;Human immunodeficiency virus 2 HIV;Bacteria <prokaryote> B.;Viruses VV;Fungi F.;Bacteria B.;Trichophyton equinum T.;Leishmania L,disease
286,29953552,,disease
287,29953552,,infections
288,29953547,Human immunodeficiency virus 2 HIV;Human immunodeficiency virus 1 HI,immunodeficiency
289,29953547,,infection
290,29953546,,infections
291,29953544,Plasmodium P.;Human immunodeficiency virus 1 HIV;Human respiratory syncytial virus HRSV;Ascomycota A.;Trichophyton verrucosum T.;Human immunodeficiency virus 2 HIV;Bacteria <prokaryote> B.;Viruses VV;Fungi F.;Bacteria B.;Trichophyton equinum T.;Leishmania L,infectious
292,29953544,Plasmodium P.;Human immunodeficiency virus 1 HIV;Human respiratory syncytial virus HRSV;Ascomycota A.;Trichophyton verrucosum T.;Human immunodeficiency virus 2 HIV;Bacteria <prokaryote> B.;Viruses VV;Fungi F.;Bacteria B.;Trichophyton equinum T.;Leishmania L,disease
293,29953544,,disease
294,29953539,Campylobacter concisus C.;Campylobacter curvus C.;Campylobacter showae C.;Campylobacter rectus C.;Campylobacter gracilis C.;Campylobacter sputorum C,head
295,29953539,Campylobacter concisus C.;Campylobacter curvus C.;Campylobacter showae C.;Campylobacter rectus C.;Campylobacter gracilis C.;Campylobacter sputorum C,head
296,29953539,Campylobacter concisus C.;Campylobacter curvus C.;Campylobacter showae C.;Campylobacter rectus C.;Campylobacter gracilis C.;Campylobacter sputorum C,head
297,29953539,Campylobacter concisus C.;Campylobacter curvus C.;Campylobacter showae C.;Campylobacter rectus C.;Campylobacter gracilis C.;Campylobacter sputorum C,head
298,29953539,Campylobacter concisus C.;Campylobacter curvus C.;Campylobacter showae C.;Campylobacter rectus C.;Campylobacter gracilis C.;Campylobacter sputorum C,head
299,29953538,Hendra virus HV;Nipah virus N,viral
300,29953538,Hendra virus HV;Nipah virus N,infections
301,29953538,,infections
302,29953538,,infections
303,29953536,,infection
304,29953536,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
305,29953536,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
306,29953536,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
307,29953536,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
308,29953536,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
309,29953536,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
310,29953536,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
311,29953536,Achromobacter xylosoxidans A.;Bacillus coagulans B.;Paenibacillus popilliae P.;Rodentibacter pneumotropicus R.;Afipia birgiae A.;Alcaligenes faecalis A.;Bosea massiliensis B.;Pasteurella bettyae P.;Succinivibrio dextrinosolvens S.;Haemophilus pittmaniae H.;Streptococcus pneumoniae S.;Lysinibacillus sphaericus L.;Pasteurella stomatis P.;Pasteurella multocida subsp. multocida P.;Mesorhizobium amorphae M.;Haemophilus parainfluenzae H.;Pasteurella aerogenes P.;Simkania negevensis S.;Streptococcus acidominimus S.;Pasteurella multocida subsp. gallicida P.;Pasteurella multocida subsp. septica P.;Afipia massiliensis A.;Rasbo bacterium R.;Achromobacter insolitus A.;Achromobacter spanius A.;Elizabethkingia meningoseptica E.;Paenibacillus alvei P.;Pasteurella dagmatis P.;Achromobacter ruhlandii A.;Azohydromonas lata A.;Stenotrophomonas maltophilia S.;Pasteurella canis P.;Avibacterium gallinarum A.;Streptococcus pseudopneumoniae S.;Bacillus circulans B.;Balneatrix alpica B.;Achromobacter piechaudii A.;Aggregatibacter aphrophilus A.;Mannheimia haemolytica M.;Paenibacillus polymyxa P.;Achromobacter denitrificans A.;Bacillus thuringiensis B.;Paenibacillus macerans P.;Aggregatibacter segnis A.;Actinobacillus ureae A.;Bacillus mycoides B.;Bacillus megaterium B,pneumonia
